Title,Company,Location,Duration,Stipend,Apply By,Applicants,Skills Required,Perks,Number of Openings,Link
Home Tutoring,Yuva Home Tutors,Navi Mumbai,3 Months,2000-8000 /month,14 Apr' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , Teaching , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",7,https://internshala.com/internship/detail/home-tutoring-part-time-job-internship-at-multiple-locations-in-yuva-home-tutors1648715357
Virtual Assistance,AbroEduShip,Gurgaon,4 Weeks,3000-5000 /month,15 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",5,https://internshala.com/internship/detail/virtual-assistance-part-time-job-internship-at-gurgaon-in-abroeduship1648728629
Content Writing,Kripesh Adwani,Work From Home,6 Months,5000-10000 /month,16 Apr' 22,89 applicants,"Amazon Web Server (AWS) , Amazon Web Services (AWS) , Blogging , Copywriting , Creative Writing , Digital Marketing , DigitalOcean , Email Marketing , English Proficiency (Written) , HTML , MySQL , Report Writing , Search Engine Optimization (SEO) , Social Media Marketing , WordPress , ","Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-kripesh-adwani1648727785
Content Writing,Apolloedoc,Work From Home,3 Months,5000 /month,15 Apr' 22,26 applicants,"Creative Writing , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",15,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-apolloedoc1648726303
Video Making/Editing,Ebizon Digital,Work From Home,3 Months,7500-15000 /month,14 Apr' 22,76 applicants,"Adobe After Effects , Adobe Premiere Pro , Final Cut Pro , Video Editing , Video Making , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",4,https://internshala.com/internship/detail/video-making-editing-work-from-home-job-internship-at-ebizon-digital1648706741
Graphic Design,Desi Natural Foods Private Limited,Work From Home,4 Months,4000 /month,14 Apr' 22,109 applicants,"Adobe Illustrator , Adobe Photoshop , CorelDRAW , Video Editing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-desi-natural-foods-private-limited1648714591
Graphic Design,Dr. Patkar's,Thane,6 Months,5000-12000 /month,14 Apr' 22,Be an early applicant,"Adobe After Effects , Adobe Creative Suite , Adobe Illustrator , Adobe Indesign , Adobe Photoshop , Adobe Photoshop Lightroom CC , Adobe Premiere Pro , CorelDRAW , UI & UX Design , Video Editing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",5,https://internshala.com/internship/detail/graphic-design-part-time-job-internship-at-multiple-locations-in-dr-patkars1648723524
Video Making/Editing,AnsrCoach,Work From Home,3 Months,1000-2500 /month,14 Apr' 22,Be an early applicant,"Adobe After Effects , Adobe Illustrator , Adobe Photoshop , Adobe Premiere Pro , Blender 3D , Final Cut Pro , Video Editing , Video Making , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,https://internshala.com/internship/detail/video-making-editing-work-from-home-job-internship-at-ansrcoach1648288619
Graphic Design,Lahe Lahe,Bangalore,3 Months,5000 /month,14 Apr' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , CorelDRAW , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",1,https://internshala.com/internship/detail/graphic-design-part-time-job-internship-at-bangalore-in-lahe-lahe1648650578
Dietetics/Nutrition,Simpli Namdhari,Bangalore,3 Months,10000 /month,14 Apr' 22,44 applicants,"MS-Office , MS-PowerPoint , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/dietetics-nutrition-part-time-job-internship-at-bangalore-in-simpli-namdhari1648701045
Social Media Marketing,CollegeTips.in,Indore,1 Month,2000-5000 /month,14 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , Job offer , ",4,https://internshala.com/internship/detail/social-media-marketing-part-time-job-internship-at-indore-in-collegetipsin1648710423
Social Media Marketing,CollegeTips.in,Bhopal,1 Month,2000-5000 /month,14 Apr' 22,Be an early applicant,,"Certificate , Flexible work hours , Job offer , ",4,https://internshala.com/internship/detail/social-media-marketing-part-time-job-internship-at-bhopal-in-collegetipsin1648710122
Content Writing,Zouma Creative Studio Private Limited,Gurgaon,3 Months,4000 /month,14 Apr' 22,Be an early applicant,"Blogging , Creative Writing , English Proficiency (Written) , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",1,https://internshala.com/internship/detail/content-writing-part-time-job-internship-at-gurgaon-in-zouma-creative-studio-private-limited1648648184
Telecalling,Blub World,Work From Home,6 Months,4000-8000 /month,14 Apr' 22,46 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Job offer , ",5,https://internshala.com/internship/detail/telecalling-work-from-home-job-internship-at-blub-world1648701938
Business Development (Sales),AS MONEYCARE,Delhi,6 Months,2000 /month +  Incentives,14 Apr' 22,Be an early applicant,"Financial literacy , ","Certificate , Flexible work hours , Informal dress code , Job offer , ",15,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-multiple-locations-in-as-moneycare1648671936
Human Resources (HR),SciComm India,Work From Home,6 Months,3000 /month,14 Apr' 22,87 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/human-resources-hr-work-from-home-job-internship-at-scicomm-india1648700084
Marketing,Rajeev Classes,Asansol,3 Months,6000 /month,14 Apr' 22,Be an early applicant,"Bengali Proficiency (Spoken) , British English , Database Testing , Hindi Proficiency (Spoken) , ","Certificate , Letter of recommendation , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/marketing-part-time-job-internship-at-multiple-locations-in-rajeev-classes1648653461
Social Media Marketing,My Digital Marketer,Work From Home,6 Months,3000 /month +  Incentives,13 Apr' 22,34 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",4,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-my-digital-marketer1648117765
Business Development (Sales),SGF (SPICE GRILL FLAME),Delhi,3 Months,10000 /month,13 Apr' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-PowerPoint , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",4,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-delhi-in-sgf-spice-grill-flame1648640813
Social Media Marketing,Lampros Tech,Work From Home,3 Months,5000 /month,13 Apr' 22,Be an early applicant,"Adobe Photoshop , Instagram Marketing , MS-PowerPoint , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-lampros-tech1648639724
Graphic Design,Zouma Creative Studio Private Limited,Gurgaon,3 Months,4000 /month,14 Apr' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",1,https://internshala.com/internship/detail/graphic-design-part-time-job-internship-at-gurgaon-in-zouma-creative-studio-private-limited1648648007
Social Media Marketing,Leafon Enterprises,Work From Home,1 Month,2000 /month,13 Apr' 22,132 applicants,"Creative Writing , Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-leafon-enterprises1648637053
Law/Legal,LexIT Global,Work From Home,1 Month,1000 lump sum +  Incentives,13 Apr' 22,140 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Office , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",10,https://internshala.com/internship/detail/law-legal-work-from-home-job-internship-at-lexit-global1648547466
Social Media Marketing,AIJR Publisher,Work From Home,2 Months,1000-2000 /month,13 Apr' 22,Be an early applicant,"Creative Writing , Digital Marketing , English Proficiency (Written) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Job offer , ",1,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-aijr-publisher1648632071
Subject Matter Expert (SME),PearlySight,Pune,3 Months,15000-25000 /month,13 Apr' 22,Be an early applicant,"English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",20,https://internshala.com/internship/detail/subject-matter-expert-sme-part-time-job-internship-at-pune-in-pearlysight1648361096
Business Development (Sales),Academy Of Retail Excellence,Gurgaon,3 Months,5000 /month +  Incentives,13 Apr' 22,Be an early applicant,"Social Media Marketing , ","Certificate , Letter of recommendation , Job offer , ",20,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-multiple-locations-in-academy-of-retail-excellence1648546872
Operations,Great Kapital,Bangalore,3 Months,30000 /month,14 Apr' 22,191 applicants,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/operations-part-time-job-internship-at-bangalore-in-great-kapital1648475791
Social Media Marketing,Certification Planner,Work From Home,3 Months,5000-8000 /month,13 Apr' 22,55 applicants,"Digital Marketing , English Proficiency (Written) , Search Engine Marketing (SEM) , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",5,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-certification-planner1648617780
Graphic Design,Lampros Tech,Work From Home,3 Months,5000 /month,14 Apr' 22,29 applicants,"Adobe Illustrator , Adobe Photoshop , MS-PowerPoint , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-lampros-tech1648639641
Marketing,Amplior,Work From Home,3 Months,10000-25000 /month,13 Apr' 22,177 applicants,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , Sales and Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",20,https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-amplior1648561026
Social Media Marketing,Boomingoz Enterprise Private Limited,Work From Home,2 Months,2000-4000 /month,14 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",5,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-boomingoz-enterprise-private-limited1648637709
